year,assists,goals,hockeyAssists,completions,throwAttempts,throwaways,stalls,callahansThrown,yardsReceived,yardsThrown,hucksAttempted,hucksCompleted,catches,drops,blocks,callahans,pulls,obPulls,recordedPulls,recordedPullsHangtime,oPointsPlayed,oPointsScored,dPointsPlayed,dPointsScored,secondsPlayed,oOpportunities,oOpportunityScores,dOpportunities,dOpportunityStops,firstName,lastName,id,team
2023,1,1,1,5,6,1,0,0,79,-4,0,0,7,0,1,0,0,0,0,0,2,0,40,10,2856,21,10,49,21,Devon,Asemota,dasemota,royal
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pat,Shriwise,pshriwise,union
2021,0,3,2,18,19,1,0,0,122,95,0,0,21,0,0,0,1,0,1,2866,3,3,46,22,3658,43,25,63,46,Grayson,Pangburn,gpangburn,windchill
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gabe,Wray,gwray,alleycats
2017,12,9,10,123,133,10,0,0,0,0,0,0,118,1,6,0,56,7,48,311172,46,29,160,33,11019,158,62,247,117,Sun,Choi,schoi,hustle
2023,9,9,10,197,214,14,0,0,653,1018,7,4,173,2,4,0,1,0,0,0,174,87,19,5,12757,241,92,165,69,Nicholas,DiGiorgio,ndigiorgi,legion
2013,29,38,0,344,367,21,2,0,0,0,0,0,389,6,25,0,0,0,0,0,162,117,161,83,0,0,0,0,0,Pat,Shriwise,,
2021,0,0,0,1,1,0,0,0,-12,2,0,0,1,0,0,0,0,0,0,0,0,0,8,3,393,5,3,10,6,David,Woods,dwoods,union
2021,0,1,0,6,6,0,0,0,58,-11,0,0,7,0,0,0,0,0,0,0,0,0,19,4,1435,10,4,25,11,Aaron,Bartlett,abartlett,breeze
2017,0,0,0,7,9,2,0,0,0,0,0,0,9,0,0,0,1,0,1,2483,3,1,28,8,1854,35,9,52,33,Grayson,Pangburn,gpangburn,windchill
2023,1,0,0,4,4,0,0,0,57,23,0,0,4,0,0,0,0,0,0,0,1,0,11,6,944,12,6,17,13,Anthony,Jirele,ajirele1,union
2019,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,11,4,470,6,4,12,5,CJ,O'Brien,cobrien,union
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peter,Mans,pmans,windchill
2022,1,1,0,3,3,0,0,0,65,27,0,0,4,0,0,0,0,0,0,0,0,0,11,4,739,6,4,13,6,David,Woods,dwoods,union
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leo,Decter,ldecter,aviators
2023,0,0,1,4,4,0,0,0,21,13,0,0,3,0,0,0,0,0,0,0,0,0,14,7,936,7,7,14,7,Mitchell,McCarthy,mmccarthy,radicals
2023,0,1,2,6,7,1,0,0,124,16,0,0,7,0,1,0,0,0,0,0,0,0,18,6,1513,17,6,28,17,Matej,Petrovic,mpetrovic,windchill
2019,5,2,3,59,63,2,0,0,0,0,0,0,50,1,2,0,1,0,0,0,24,7,71,16,5990,72,23,111,49,Jakob,Brissette,jbrissett,royal
2021,2,0,0,3,3,0,0,0,32,32,0,0,3,0,1,0,1,0,1,8701,0,0,14,5,776,9,5,18,11,Jacob,Mouw,jmouw,flyers
2023,1,0,0,1,1,0,0,0,29,1,0,0,1,0,0,0,2,1,0,0,0,0,15,5,1065,6,5,16,6,Joost,Peeters,jpeeters,glory
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leo,Decter,ldecter,aviators
2023,0,1,0,3,3,0,0,0,9,27,0,0,4,0,0,0,0,0,0,0,0,0,15,6,1055,11,6,19,11,Ryan,Pesch,rpesch,windchill
2019,14,43,18,173,178,3,0,0,0,0,0,0,217,0,1,0,0,0,0,0,168,124,25,15,12263,238,139,111,75,Henry,Fisher,hfisher,flyers
2021,0,1,0,1,1,0,0,0,78,-5,0,0,2,0,0,0,0,0,0,0,0,0,3,3,361,5,3,5,5,Matthew,Johnson,mjohnson,windchill
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oakley,Armstrong,oarmstron,legion
2018,17,5,14,215,230,11,1,0,0,0,0,0,165,3,5,0,32,2,27,181575,116,79,93,24,12411,194,102,174,80,Sun,Choi,schoi,hustle
2015,36,60,36,247,262,12,0,0,0,0,0,0,313,9,10,0,0,0,0,0,244,169,65,33,17586,369,202,210,139,Mischa,Freystaetter,mfreystae,cannons
2021,2,6,5,21,22,0,0,0,379,99,0,0,27,1,8,1,0,0,0,0,1,1,127,29,7799,70,29,165,80,Ywan,Cohonner,ycohonner,royal
2023,6,12,12,349,375,21,0,0,785,2682,5,2,242,2,5,0,0,0,0,0,214,116,0,0,15745,292,116,166,85,Kayle,Campbell,kcampbell,royal
2023,4,1,4,81,87,3,0,0,30,580,2,1,69,0,0,0,0,0,0,0,53,35,1,0,3899,68,35,33,18,Jake,Taylor,jtaylor1,glory
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Travis,Pratt,tpratt,windchill
2019,22,11,22,360,375,13,0,0,0,0,0,0,318,4,2,0,0,0,0,0,137,92,21,14,11953,210,106,118,79,Pat,Shriwise,pshriwise,radicals
2023,1,0,1,6,6,0,0,0,74,38,0,0,6,0,0,0,0,0,0,0,0,0,34,17,2675,27,17,44,27,Grady,Watkins,gwatkins,aviators
2023,0,0,3,6,9,2,0,0,56,24,1,0,11,0,2,0,0,0,0,0,0,0,33,17,2326,29,17,44,30,Grayson,Pangburn,gpangburn,windchill
2021,7,6,14,146,153,6,0,0,266,1204,4,1,118,0,2,0,0,0,0,0,97,69,0,0,6325,124,69,54,31,Jake,Taylor,jtaylor1,glory
2018,0,0,0,4,5,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,39,3,1364,16,3,52,19,Andrew,Gardner,agardner,thunderbirds
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matt,Johnson,mjohnson1,windchill
2018,44,18,33,422,445,16,0,0,0,0,0,0,397,2,5,0,0,0,0,0,203,158,30,14,14454,297,172,151,106,Pat,Shriwise,pshriwise,radicals
2017,20,14,23,213,220,6,1,0,0,0,0,0,191,2,7,0,1,0,1,7233,59,35,182,69,15904,223,104,291,169,Brian,Hart,bhart,radicals
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Justin,Winn,jwinn,mechanix
2016,11,11,12,112,128,15,0,0,0,0,0,0,129,4,8,0,22,1,16,118034,73,40,196,47,14019,220,85,320,156,Sun,Choi,schoi,hustle
2023,24,7,18,289,309,16,0,0,305,2830,17,8,248,1,3,0,4,0,4,25759,139,97,10,1,9774,172,98,80,39,Clint,McSherry,cmcsherry,legion
2023,24,7,18,289,309,16,0,0,305,2830,17,8,248,1,3,0,4,0,4,25759,139,97,10,1,9774,172,98,80,39,Clint,McSherry,cmcsherry,thunderbirds
2021,4,13,1,58,67,7,0,1,641,324,4,2,68,3,3,0,0,0,0,0,65,40,87,18,10598,128,58,157,73,Nicholas,DiGiorgio,ndigiorgi,phoenix
2023,0,0,0,7,7,0,0,0,26,40,0,0,6,0,1,0,0,0,0,0,5,4,13,2,969,11,6,18,6,Nathan,Lyle,nlyle,legion
2023,0,0,0,5,7,2,0,0,34,10,1,0,5,0,0,0,0,0,0,0,0,0,22,3,1635,11,3,30,13,Javid,Aceil,jaceil,growlers
2016,0,1,1,5,5,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,11,3,677,11,3,18,11,Andrew,Gardner,agardner,thunderbirds
2022,6,12,3,59,59,0,0,0,857,437,5,5,69,0,15,0,0,0,0,0,39,25,174,56,12854,160,81,248,139,Joel,Clutton,jclutton,shred
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chase,Cunningham,ccunningh,sol
2018,3,4,5,22,27,5,0,0,0,0,0,0,29,0,3,0,0,0,0,0,14,6,69,13,4555,48,19,95,35,CJ,O'Brien,cobrien,union
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,255,4,3,7,4,CJ,O'Brien,cobrien,union
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,481,2,1,13,2,Jordan,Faries,jfaries,royal
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron,Bartlett,abartlett,breeze
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cullen,Baker,cbaker,havoc
2019,10,2,10,90,100,9,0,0,0,0,0,0,79,0,3,0,67,3,62,433941,35,22,97,26,8896,100,48,141,67,Sun,Choi,schoi,hustle
2023,1,7,5,29,33,3,0,0,354,191,0,0,40,1,2,0,0,0,0,0,1,0,161,49,10698,91,48,198,100,Jason,Kempe,jkempe,alleycats
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,493,2,0,11,3,Oliver,Feder,ofeder,sol
2018,56,32,28,330,381,45,0,0,0,0,0,0,343,6,17,0,89,8,81,401782,229,143,161,50,22361,433,191,388,228,Chase,Cunningham,ccunningh,sol
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tyler,Murt,tmurt,alleycats
2017,0,2,0,3,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,6,2,331,5,2,9,5,Andrew,Gardner,agardner,thunderbirds
2017,37,9,19,237,280,38,0,0,0,0,0,0,227,5,15,0,176,15,159,931901,137,80,227,56,19713,340,135,416,216,Chase,Cunningham,ccunningh,sol
2018,0,10,4,41,42,0,0,0,0,0,0,0,52,0,3,0,0,0,0,0,69,51,46,24,6303,126,75,92,61,Josh,Kautz,jkautz,windchill
2023,1,2,0,5,5,0,0,0,116,27,0,0,6,0,3,0,0,0,0,0,3,2,43,12,3254,27,14,55,29,Noah,Nicol,nnicol,radicals
2023,3,2,10,108,113,4,0,0,212,748,2,2,88,2,6,0,0,0,0,0,65,35,57,12,8372,119,47,128,63,Kota,Sugahara,ksugahara,cascades
2023,4,1,7,86,91,3,0,0,184,668,5,3,72,1,3,0,0,0,0,0,97,70,0,0,6162,111,70,37,16,Kamal,Raslan,kraslan,cascades
2022,5,21,7,50,55,4,0,0,1625,42,1,0,73,4,10,0,0,0,0,0,40,27,166,52,13933,155,79,236,129,Mathieu,Agee,magee,summit
2023,6,5,3,44,51,7,0,1,594,166,3,1,56,3,0,0,9,0,9,55852,37,17,87,15,8437,93,32,145,63,Ryan,Wolfe,rwolfe,nitro
2023,2,0,1,10,13,2,0,0,225,37,0,0,13,0,0,0,0,0,0,0,24,14,18,1,2340,35,15,37,17,Ke'ali,McCarter,kmccarter,nitro
2019,3,6,4,35,38,3,0,0,0,0,0,0,43,2,3,0,0,0,0,0,52,40,6,4,4179,75,44,36,24,Tarik,Akyuz,takyuz,radicals
2023,15,8,5,103,114,9,0,0,709,713,10,4,104,0,7,0,12,0,12,71722,47,27,100,27,9433,109,54,154,78,Spencer,Lofink,slofink,cascades
2021,9,6,7,115,121,4,0,0,523,721,2,2,98,3,2,0,18,0,18,121007,76,48,54,13,9257,138,61,129,69,Kenny,Lane III,klaneiii,cascades
2016,16,2,15,173,194,19,1,0,0,0,0,0,139,1,6,0,64,5,55,353057,28,11,192,60,12556,175,71,285,153,Tyler,Bacon,tbacon,aviators
2023,19,14,14,279,298,16,0,0,1539,2054,15,10,243,2,1,0,0,0,0,0,159,102,4,1,10385,200,102,97,45,Marc,Munoz,mmunoz,cascades
2022,1,12,7,22,23,1,0,0,708,180,0,0,32,1,8,0,0,0,0,0,8,1,152,53,10300,103,54,196,108,Nicholas,Snuszka,nsnuszka,summit
2022,1,2,2,19,21,2,0,0,175,120,1,1,22,1,2,0,1,1,0,0,4,2,73,17,4203,43,19,98,42,Cole,Eustis,ceustis,nitro
2022,3,3,5,35,42,5,0,0,322,224,2,0,35,2,5,0,1,0,1,14124,10,6,127,33,8396,86,39,174,83,Dante,Lopez-Escarez,dlopezesc,cascades
2021,5,1,0,31,34,3,0,0,255,279,2,1,34,0,4,0,16,1,15,89629,15,11,51,14,4502,55,25,81,48,Kai,Marshall,kmarshall,legion
2023,9,13,6,118,127,7,0,0,1102,768,8,6,129,1,4,0,0,0,0,0,11,6,134,51,11108,109,56,180,105,Alex,Tatum,atatum,summit
2017,0,5,4,13,16,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16,12,3,1,1462,26,13,16,10,Tarik,Akyuz,takyuz,thunderbirds
2022,0,4,0,12,12,0,0,0,228,-69,0,0,16,2,1,0,7,2,5,35954,33,18,27,5,3569,55,23,59,25,Joel,Caswell,jcaswell,nitro
2021,0,1,5,25,27,2,0,0,98,172,0,0,16,0,5,0,2,0,2,12367,0,0,56,18,3843,35,18,73,40,Tony,Venneri,tvenneri,cascades
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Graham,Hazlewood,ghazlewoo,sol
2023,0,0,0,3,5,2,0,0,24,-2,0,0,4,0,0,0,0,0,0,0,13,6,25,3,2422,30,8,45,21,Keven,Marshall,kmarshall1,nitro
2021,2,3,2,29,31,2,0,0,361,107,0,0,33,0,0,0,0,0,0,0,49,33,30,6,5488,80,39,69,32,Michael,Matthis,mmatthis,legion
2021,1,11,4,20,21,1,0,0,446,172,0,0,28,2,8,0,4,0,4,46187,15,6,144,35,9644,98,41,197,94,Dominic,Jacobs,djacobs,cascades
2023,18,10,11,149,163,12,0,0,1641,1260,16,10,167,2,6,0,2,0,2,12006,109,65,11,0,7961,137,65,81,42,Raphy,Hayes,rhayes,nitro
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel,Ritthaler,dritthale,nitro
2022,5,20,7,60,63,3,1,0,1420,231,0,0,85,7,5,0,0,0,0,0,147,97,16,3,10431,211,100,126,77,Zeppelin,Raunig,zraunig,cascades
2022,5,20,7,60,63,3,1,0,1420,231,0,0,85,7,5,0,0,0,0,0,147,97,16,3,10431,211,100,126,77,Zeppelin,Raunig,zraunig,allstars2
2023,2,0,0,12,15,2,0,0,64,67,1,0,14,1,0,0,3,0,3,23781,8,2,33,5,2304,21,7,46,18,Peter,Lenz,plenz,cascades
2023,1,1,0,13,18,5,0,0,71,-4,1,0,16,2,2,0,6,0,6,37933,22,9,66,12,6106,60,20,103,42,Patrick,Buermeyer,pbuermeye,nitro
2023,4,8,5,57,63,4,0,0,753,347,5,2,67,0,5,0,28,4,21,155755,48,33,107,30,10213,115,62,158,78,Tarik,Akyuz,takyuz,cascades
2023,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,21,5,1976,12,5,28,14,Will,McDonald,wmcdonald,summit
2023,18,29,17,168,174,4,0,0,2936,1372,9,7,202,3,5,0,0,0,0,0,206,127,13,3,13606,258,130,134,69,Zeppelin,Raunig,zraunig,cascades
2023,1,8,2,43,46,2,0,0,517,238,2,2,53,1,1,0,0,0,0,0,51,30,15,4,4333,64,34,44,14,Jake,Shoyer,jshoyer,cascades
2017,15,13,7,119,133,12,0,0,0,0,0,0,133,1,10,0,2,1,1,6281,96,49,130,28,12833,240,77,279,152,Michael,Matthis,mmatthis,sol
2019,12,12,16,145,171,20,1,0,114,30,2,0,171,6,24,0,0,0,0,0,189,120,94,34,17901,328,153,244,143,Kai,Marshall,kmarshall,legion
2023,0,0,0,2,2,0,0,0,16,-3,0,0,2,1,2,0,0,0,0,0,2,1,36,5,2840,16,6,46,15,Alex,Kabat,akabat,cascades
2021,1,2,1,23,27,3,0,0,227,109,1,1,30,0,2,0,2,0,0,0,15,9,91,23,7979,72,32,131,67,Julien,Sénéchal,jsnchal,royal
2022,13,3,4,42,49,7,0,0,396,706,8,5,43,3,9,0,2,1,1,7585,18,12,93,28,6731,80,40,132,67,Noah,Coolman,ncoolman,cascades
2021,19,6,2,89,103,14,0,0,712,780,10,6,89,6,12,0,111,5,59,372113,19,13,176,47,13785,144,60,253,134,Khalif,El-Salaam,kelsalaam,growlers
2015,2,3,2,62,71,6,1,0,0,0,0,0,62,3,6,0,6,1,5,36007,26,10,73,15,5751,102,25,147,79,Josh,Moore,jmoore1,nightwatch
2023,3,14,7,34,39,5,0,0,1162,35,1,0,53,2,5,0,0,0,0,0,77,52,52,16,8360,123,68,102,53,Mathieu,Agee,magee,summit
2023,6,4,7,88,95,7,0,0,160,721,6,4,85,0,4,0,2,0,2,13724,5,3,124,41,9556,79,43,157,78,Conor,Tabor,ctabor,summit
2018,13,2,13,103,115,11,0,0,0,0,0,0,93,3,5,0,4,0,4,17300,47,28,216,43,13094,179,70,317,135,Marc,Munoz,mmunoz,cascades
2023,0,6,0,29,30,1,0,0,537,45,1,0,36,1,6,0,2,0,2,10859,48,21,42,11,5979,85,32,93,51,Brian,Stout,bstout,nitro
2023,1,0,1,11,11,0,0,0,-10,20,0,0,8,0,0,0,0,0,0,0,0,0,10,3,796,6,3,13,8,Seth,Wells,swells,summit
2022,15,17,13,177,198,16,1,0,2029,1259,21,14,212,7,13,0,8,0,7,52809,207,126,22,1,15513,288,127,183,107,Tarik,Akyuz,takyuz,cascades
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mica,Glass,mglass,nitro
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nathan,Buchholz,nbuchholz,summit
2023,5,11,6,62,66,4,1,0,765,274,1,0,71,2,2,0,0,0,0,0,91,52,54,18,9964,144,70,127,58,Michael,Matthis,mmatthis,sol
2018,4,31,9,55,61,6,1,0,0,0,0,0,98,3,5,0,0,0,0,0,134,94,28,11,8472,209,105,124,78,Benjamin,Oort,boort,rush
2022,3,18,6,46,53,6,0,0,1217,154,2,1,72,6,2,0,0,0,0,0,155,99,11,4,12719,221,103,127,73,Peter,Geertz-Larson,pgeertzla,cascades
2021,11,14,6,83,91,7,0,0,1256,487,6,5,103,1,6,0,0,0,0,0,151,83,0,0,10727,198,83,110,58,Tarik,Akyuz,takyuz,cascades
2023,0,1,1,8,8,0,0,0,167,2,0,0,9,0,2,0,0,0,0,0,5,2,22,3,1886,21,4,38,18,Martis,Artis,martis,nitro
2017,17,27,21,148,163,14,1,0,0,0,0,0,185,3,16,0,0,0,0,0,229,168,80,31,16889,372,199,234,153,Kai,Marshall,kmarshall,legion
2023,3,1,6,48,54,4,0,0,306,355,0,0,52,0,3,0,1,0,0,0,37,16,25,4,3948,62,20,63,24,Julien,Sénéchal,jsnchal,royal
2023,3,1,6,48,54,4,0,0,306,355,0,0,52,0,3,0,1,0,0,0,37,16,25,4,3948,62,20,63,24,Julien,Sénéchal,jsnchal1,royal
2016,12,12,15,301,319,16,0,0,0,0,0,0,290,2,3,0,0,0,0,0,151,100,15,6,10049,212,106,111,65,Eli,Friedman,efriedman,aviators
2022,17,8,25,340,351,8,0,0,1232,1779,7,5,283,2,0,0,0,0,0,0,188,119,22,7,14473,260,126,154,84,Kenny,Lane III,klaneiii,cascades
2022,3,6,0,42,52,9,0,0,287,561,8,6,38,2,8,0,74,4,70,522142,4,1,189,27,11689,89,28,246,101,Scott,Radlauer,sradlauer,nitro
2022,22,15,15,147,164,15,0,0,1946,1437,19,13,174,1,14,0,0,0,0,0,55,36,197,74,17462,202,110,285,161,Alex,Tatum,atatum,summit
2019,6,9,4,45,52,5,0,0,19,41,1,1,57,7,18,0,2,0,2,9600,11,0,194,48,12129,122,48,253,121,Scott,Radlauer,sradlauer,growlers
2023,1,1,3,48,51,3,0,0,112,172,2,0,45,4,1,0,1,1,0,0,17,9,57,15,4365,55,24,87,42,Jordan,Smith,jsmith2,cascades
2023,1,0,1,15,17,2,0,0,120,49,1,0,17,0,0,0,0,0,0,0,16,9,0,0,1275,23,9,14,9,Caleb,Campbell,ccampbell1,nitro
2018,18,11,12,111,130,17,1,0,0,0,0,0,142,2,4,0,0,0,0,0,154,123,29,11,10425,266,133,148,115,Kai,Marshall,kmarshall,legion
2023,2,5,3,10,11,1,0,0,144,57,0,0,13,0,1,0,0,0,0,0,1,1,73,23,5523,42,24,91,49,Todd,Wolma,twolma,summit
2021,3,4,1,21,22,1,0,0,162,227,2,2,21,1,1,0,0,0,0,0,4,1,78,22,5736,56,23,109,57,David,Zhou,dzhou,cascades
2019,5,30,6,52,59,5,0,0,0,0,0,0,88,0,1,0,0,0,0,0,138,93,8,4,7468,162,97,69,30,Peter,Geertz-Larson,pgeertzla,cascades
2022,17,10,10,83,96,11,0,0,1290,1013,18,12,104,4,5,0,2,0,2,17495,97,66,17,0,6761,128,66,77,39,Raphy,Hayes,rhayes,nitro
2022,17,10,10,83,96,11,0,0,1290,1013,18,12,104,4,5,0,2,0,2,17495,97,66,17,0,6761,128,66,77,39,Raphy,Hayes,rhayes,allstars2
2022,2,3,3,29,30,1,0,0,348,172,0,0,33,0,1,0,0,0,0,0,45,31,3,1,2925,59,31,30,15,Jake,Shoyer,jshoyer,aviators
2023,1,3,3,22,24,1,0,0,226,115,0,0,24,0,3,1,0,0,0,0,16,7,40,4,3460,38,10,67,27,Avi,Taylor,ataylor2,nitro
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,2,799,8,3,12,5,Steven,Naji,snaji,sol
2023,12,12,34,448,479,27,0,1,1015,2922,12,5,376,1,6,0,0,0,0,0,219,144,57,14,18909,301,157,195,95,Tony,Goss,tgoss,cascades
2017,2,0,0,29,36,7,0,0,0,0,0,0,31,2,5,0,14,0,9,65605,8,2,87,13,5503,71,15,135,66,Ian,Sweeney,isweeney,spiders
2022,4,13,8,56,60,3,0,0,917,289,2,0,71,1,5,1,3,1,2,11837,123,62,27,7,8206,165,68,119,50,Josh,Moore,jmoore1,nitro
2022,4,11,8,68,71,2,0,0,951,398,1,1,82,2,5,0,0,0,0,0,130,77,86,14,14683,204,90,195,83,Julien,Sénéchal,jsnchal,royal
2023,0,1,0,1,1,0,0,0,12,1,0,0,2,0,1,0,0,0,0,0,1,0,13,3,723,6,3,16,7,Dan,Baumgartner,dbaumgart,nitro
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven,Naji,snaji,sol
2023,2,0,2,12,13,1,0,0,13,253,4,3,5,0,1,0,11,3,8,71335,3,1,18,6,1249,10,7,21,8,Tony,Venneri,tvenneri,cascades
2023,1,11,8,73,76,3,0,0,853,238,1,0,85,2,3,0,3,1,1,11413,65,35,59,12,8774,111,47,120,56,Josh,Moore,jmoore1,nitro
2023,0,0,0,0,1,1,0,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,11,1,696,5,1,15,8,Timmy,Perston,tperston,nitro
2022,58,50,38,348,384,27,1,0,5315,2471,28,21,416,5,9,0,24,0,24,164388,334,204,40,6,22765,455,209,276,138,Leandro,Marx,lmarx,nitro
2022,58,50,38,348,384,27,1,0,5315,2471,28,21,416,5,9,0,24,0,24,164388,334,204,40,6,22765,455,209,276,138,Leandro,Marx,lmarx,allstars2
2023,5,5,2,18,22,4,0,0,416,127,2,1,25,2,3,0,0,0,0,0,52,28,16,5,3886,75,33,58,35,Francisco,Gomez,fgomez,havoc
2023,2,2,1,47,50,3,0,0,232,294,0,0,41,1,3,0,6,2,4,30127,11,5,81,14,6091,52,19,111,45,Cole,Eustis,ceustis,nitro
2018,3,15,3,48,56,7,0,0,0,0,0,0,65,0,4,0,0,0,0,0,61,31,48,12,6442,120,42,123,62,Michael,Matthis,mmatthis,sol
2022,5,13,2,56,63,7,0,0,868,220,2,0,75,1,1,0,0,0,0,0,82,60,0,0,5615,109,60,48,30,Tom,Doi,tdoi,nitro
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ocean,Hines,ohines,cascades
2022,4,13,13,117,127,7,0,0,754,611,5,3,126,3,3,0,0,0,0,0,134,80,0,0,9496,178,80,95,49,Jon,Snyder,jsnyder,nitro
2017,2,1,1,31,32,1,0,0,0,0,0,0,24,0,1,1,1,1,0,0,13,9,68,24,4479,74,31,110,66,Steven,Naji,snaji,sol
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy,Lin,tlin,cascades
2023,1,1,2,13,16,1,0,0,178,17,0,0,16,1,3,0,0,0,0,0,19,9,33,4,3262,45,12,64,30,Lucas,Henry,lhenry,nitro
2023,4,2,3,39,42,3,0,0,94,237,3,1,30,0,0,0,0,0,0,0,0,0,110,35,7337,63,35,136,68,Zach,Singer,zsinger,glory
2018,0,0,1,7,8,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,4,1,80,8,3787,50,9,120,47,Tommy,Lin,tlin,flamethrowers
2023,0,1,0,10,11,1,0,0,26,75,0,0,9,1,1,0,0,0,0,0,1,1,59,11,3229,22,12,69,22,Isaac,Tan,itan,cascades
2022,2,0,2,15,17,2,0,0,23,109,1,0,12,1,1,0,12,0,12,82963,1,0,24,6,1451,15,6,33,15,Tony,Venneri,tvenneri,cascades
2015,8,1,7,93,102,8,0,0,0,0,0,0,61,0,3,0,2,0,2,7969,9,3,138,50,8283,124,53,206,116,Steven,Naji,snaji,alleycats
2021,20,3,8,118,128,8,1,0,417,1244,11,9,90,2,11,0,42,3,39,284557,6,3,190,46,12590,112,49,250,124,Garrett,Martin,gmartin1,cascades
2017,38,29,27,240,256,14,0,0,0,0,0,0,245,3,12,0,103,4,99,570998,165,106,212,64,20311,357,169,385,211,Khalif,El-Salaam,kelsalaam,cascades
2017,25,20,32,242,271,27,0,0,0,0,0,0,263,5,7,0,4,0,1,6070,176,114,97,28,15185,279,142,216,108,Tom,Doi,tdoi,aviators
2018,17,19,14,158,178,17,0,0,0,0,0,0,158,0,4,0,21,2,19,113665,109,70,47,16,9298,195,86,151,94,Eli,Friedman,efriedman,aviators
2023,6,1,8,93,103,9,0,0,326,739,3,2,81,0,3,0,1,0,1,4795,25,12,135,26,11550,102,38,195,78,Jonathan,Lee,jlee,nitro
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will,Lohre,wlohre,nitro
2016,16,47,16,135,148,10,0,0,0,0,0,0,191,12,7,0,0,0,0,0,246,191,61,24,16578,402,214,232,174,Kai,Marshall,kmarshall,legion
2017,9,15,16,111,119,7,0,0,0,0,0,0,114,2,8,0,2,0,2,14076,73,36,180,49,13667,196,85,280,134,Tyler,Bacon,tbacon,growlers
2023,32,12,19,178,187,8,0,0,1595,1783,20,17,198,1,7,1,34,1,1,6000,136,89,57,14,11486,187,102,133,61,Khalif,El-Salaam,kelsalaam,cascades
2023,2,2,1,46,47,1,0,0,189,325,0,0,31,1,4,0,0,0,0,0,39,23,72,14,6988,77,36,112,44,Louie,Bertoncin,lbertonci,cascades
2018,1,0,3,34,36,0,0,0,0,0,0,0,25,0,3,0,62,1,61,312232,6,2,73,16,4674,57,18,107,52,Derek,Mourad,dmourad,cascades
